Series Name,Series Code,Country Name,Country Code,1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Australia,AUS,0.870214582333333,0.985862832333333,1.11001499916667,1.13951916591667,1.4318949995,1.49597416641667,1.42818,1.27990833333333,1.26459666666667,1.28105666666667,1.28375583333333,1.36164833333333,1.47056,1.36775083333333,1.3490325,1.27786333333333,1.34738,1.59182833333333,1.54995,1.72482666666667,1.9334425,1.8405625,1.54191416666667,1.3597525,1.30947333333333,1.3279734405,1.1950725,1.19217833333333,1.28218881008452,1.09015948638677,0.969463201496735,0.965801030658708,1.03584309652054,1.10936329281692,1.33109026245502,1.34521397601947,1.30475807671592,1.33841214646451,1.43850654421382,1.45308511847016,1.33122425957081,1.44166445896522,1.50519106560509
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Austria,AUT,15.9268333323333,17.0592499991667,17.9633333325,20.0090833326667,20.6894999998333,15.2671333333333,12.6425,12.3476666666667,13.2306666666667,11.3698333333333,11.6759166666667,10.9893333333333,11.6321825,11.4218249166667,10.0814958333333,10.5865575,12.2042441666667,12.379065,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..,..,..,0.01084,0.019995,0.314045,0.8827085,0.860252833333333,0.797075,0.773799686666667,0.824033333333333,0.89483075,0.931316666666667,0.972164166666666,0.982146,0.9826955,0.945421,0.893445,0.858123808243727,0.821619578853047,0.803783333333333,0.80265,0.789686388888889,0.785645349462366,0.784541075268817,0.7843475,1.02456381855059,1.59572157270424,1.72115480222734,1.70001666666667,1.7,1.7,1.7,1.7,1.7
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,"Bahamas, The",BHS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Bahrain,BHR,0.375999999,0.375999999,0.375999999,0.375999999583333,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.375999989166667,0.375999965,0.375999970833333,0.3759999675,0.375999965,0.3759999625,0.375999979166667,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376,0.376
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Bangladesh,BGD,17.9866916658333,22.1178833323333,24.6154249995,25.3539333850833,27.9945916666667,30.4069,30.9498333333333,31.7332485981559,32.27,34.5688083333333,36.5961833333333,38.9507583333333,39.5672575,40.2117391666667,40.2783183333333,41.7941683333333,43.8921158333333,46.9056516666666,49.0854,52.1416666666667,55.8066666666667,57.888,58.15004,59.5126583333333,64.327475,68.9332333333333,68.874875,68.598275,69.0390666666667,69.6492916666667,74.1524,81.8626583333333,78.103235,77.6414083333333,77.9469083333333,78.4680916666667,80.4375416666667,83.4662019166666,84.4535225,84.8713916666667,85.08376325,91.7454544396961,106.309484297483
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Barbados,BRB,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Belarus,BLR,..,..,..,..,..,..,..,..,..,..,..,..,..,0.00036411125,0.00115209666666667,0.00132298766666667,0.00260205495833333,0.004612762,0.0249295329166667,0.087675,0.139,0.179091666666667,0.205127083333333,0.21602575,0.215382,0.214456416666667,0.214607833333333,0.21363975,0.279304921788469,0.297851,0.497463333333333,0.833689833333333,0.88800525,1.02241025,1.59259883333333,1.98956283333333,1.93234166666667,2.03760833333333,2.09178333333333,2.439575,2.538675,2.6261,3.00735
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Belgium,BEL,37.1292499991667,45.6905833323333,51.1316666658333,57.7839166664167,59.378,44.6719166666667,37.3340833333333,36.7683333333333,39.404,33.4179166666667,34.14825,32.1495,34.5965208333333,33.4564975,29.4800166666667,30.9615133333333,35.7738908333333,36.2986408333333,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Belize,BLZ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Benin,BEN,271.731452550327,328.60625269899,381.066036024628,436.956665788008,449.262962711607,346.305903554493,300.536562401478,297.848218819378,319.008299487903,272.264787954393,282.10690880882,264.691800750579,283.162579500018,555.204695655697,499.14842590131,511.552430272516,583.669372353396,589.951774567332,615.473349319193,710.207977031373,732.397693260192,693.713226496371,579.897426172445,527.338032291584,527.258362649643,522.42562489518,478.633718476359,446.000041432788,470.293423341398,494.794262222936,471.248625718934,510.556338454251,493.899623852233,493.757329875319,591.21169798261,592.605615063006,580.656749587853,555.446458398235,585.950813757166,574.294549649056,554.607798864163,622.912348249567,606.654982255763
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Bermuda,BMU,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Bhutan,BTN,8.65852281709317,9.45513193348639,10.0988982440461,11.3625833326667,12.3687499995833,12.61083333325,12.9615,13.9170833333333,16.2255,17.5035,22.7424333333333,25.9180833333333,30.4932916666667,31.3737425,32.4270766666667,35.4331733333333,36.3132858333333,41.259365,43.0554283333334,44.941605,47.1864141666667,48.6103191666667,46.5832841666667,45.3164666666666,44.099975,45.3070083333333,41.3485333333333,43.5051833333333,48.4052666666666,45.7258121212121,46.6704666666667,53.4372333333333,58.5978454166667,61.0295144607843,64.1519444632786,67.1953128073894,65.1215686450659,68.3894670935422,70.4203405359551,74.0995668836052,73.9180128154351,78.6044905829916,82.5992764460784
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Bolivia,BOL,2.452E-05,6.40716666666667E-05,0.00023163,0.00313590916666667,0.440029008333333,1.92195833333333,2.05485,2.35024166666667,2.69168333333333,3.17265,3.58060833333333,3.90051666666667,4.26508333333333,4.62051666666667,4.80034166666667,5.0746125,5.25425833333333,5.51013333333333,5.81240833333333,6.18354166666667,6.60691666666667,7.17,7.65916666666667,7.93626666666666,8.0660625,8.01161666666667,7.85124516125,7.23832069891666,7.02,7.01666666666667,6.9369625,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91,6.91
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.73405583333333,1.75966758333333,1.83579538489311,2.12285951185833,2.1856595833,2.07817042621667,1.73293220419167,1.57515702795,1.5727220196,1.55907195605833,1.429002741625,1.33519568048428,1.4078912383695,1.47673956845028,1.40693658566639,1.5222099744513,1.47305132263235,1.474169186794,1.76349164694686,1.76813902429915,1.73535271327691,1.65698544113543,1.74708646136073,1.71697049519219,1.65360615435868,1.85932587706093,1.80920280030082
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Botswana,BWA,0.836738332333333,1.0296608325,1.0969258325,1.29837333291667,1.90256666641667,1.8791441665,1.67894083333333,1.8285875,2.01488583333333,1.86046583333333,2.02155666666667,2.109725,2.423075,2.6846455,2.77220666666667,3.32419666666667,3.65076333333333,4.22588,4.62439525,5.10224166666667,5.84141666666667,6.32779166666667,4.94966666666667,4.69383333333333,5.11675,5.8303,6.13940833333333,6.82685833333333,7.15514166666667,6.793625,6.83823333333333,7.640525,8.39890833333333,8.97608333333333,10.1289916666667,10.9011583333333,10.3474166666667,10.199975,10.7558666666667,11.4562416666667,11.0872583333333,12.3688083333333,13.5963833333333
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Brazil,BRA,4.03001093531326E-11,7.76854427171099E-11,2.49718172221135E-10,7.99741323974138E-10,2.68324234084592E-09,5.90968226749251E-09,1.6976307824584E-08,1.1354767374037E-07,1.22638743473744E-06,2.95572678942699E-05,0.000175961443086024,0.00195302352248811,0.038276610926673,0.664683514070577,0.917666666666667,1.0051,1.07799166666667,1.16051666666667,1.81393284657213,1.82942312207561,2.34963170932244,2.92036301775519,3.07747511847802,2.92511944951586,2.43439003623188,2.17532666666667,1.94705833333333,1.83376666666667,1.99942817314426,1.75922671058718,1.67282875525659,1.95306861112487,2.15608915126311,2.35295196276669,3.32690438276879,3.49131342157271,3.19138944630048,3.65382536145755,3.9444710972507,5.15517878751281,5.39440078962503,5.16397029102111,4.99437976287199
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Brunei Darussalam,BRN,2.112691666,2.14002499916667,2.113049999,2.133083333,2.20014999966667,2.1774166665,2.10598333333333,2.012425,1.95025833333333,1.81253333333333,1.72755,1.62896666666667,1.61579083333333,1.52744416666667,1.417375,1.41004083333333,1.48480583333333,1.67360166666667,1.69495666666667,1.72396333333333,1.7917225,1.79058833333333,1.74218333333333,1.69022833333333,1.6643975,1.58893333333333,1.50710166666667,1.41716666666667,1.4545692733233,1.36350947368421,1.25791302014692,1.24956701649958,1.25116566976059,1.2670401230814,1.37491084459887,1.38134687688286,1.38089116405281,1.34891856542537,1.36421851405475,1.37970342971399,1.34380696297339,1.37895639652216,1.34307960114934
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Bulgaria,BGR,..,..,..,..,..,..,..,..,..,..,0.01778825,0.0233411666666667,0.0275935833333333,0.0541336666666666,0.0671708333333333,0.177888666666667,1.68187916666667,1.76035833333333,1.83638333333333,2.123275,2.18470833333333,2.076975,1.73270166666667,1.57510891666667,1.57413333333333,1.55926666666667,1.42905,1.33711666666667,1.40669166666667,1.47739166666667,1.40645833333333,1.52205,1.47356666666667,1.47418333333333,1.7644,1.76804166666667,1.73545833333333,1.65704166666667,1.74704166666667,1.71633333333333,1.653775,1.86014166666667,1.80896666666667
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Burkina Faso,BFA,271.731452550327,328.60625269899,381.066036024628,436.956665788008,449.262962711607,346.305903554493,300.536562401478,297.848218819378,319.008299487903,272.264787954393,282.10690880882,264.691800750579,283.162579500018,555.204695655697,499.14842590131,511.552430272516,583.669372353396,589.951774567332,615.473349319164,710.207977031367,732.397693260228,693.713226496374,579.897426172466,527.338032291576,527.258362649626,522.425624895176,478.633718476363,446.000041432788,470.293423341398,494.794262222947,471.248625718937,510.556338454251,493.899623852237,493.757329875312,591.21169798261,592.605615063022,580.656749587858,555.446458398226,585.911013180369,575.586004510945,554.530675033104,623.759700911182,606.569750165917
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Burundi,BDI,90,90,92.9483333331667,119.709166666167,120.690749999417,114.171083333167,123.563833333333,140.395,158.666666666667,171.255416666667,181.512583333333,208.302666666667,242.78,252.6625,249.7575,302.746666666667,352.350833333333,447.765833333333,563.5625,720.673333333333,830.353333333333,930.749166666666,1082.62,1100.9,1081.57716666667,1028.683553,1081.8696825,1185.69083333333,1230.17916666667,1230.74833333333,1261.07333333333,1442.505625,1555.09083333333,1546.68666666667,1571.89833333333,1654.62666666667,1729.055,1782.876875,1845.62289069697,1915.04617583333,1975.95088138768,2034.30663430472,2574.05174879329
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Cabo Verde,CPV,48.6946666656667,58.2933333324167,71.6858333325,84.8779166661667,91.6316666663333,80.1449166666666,72.4658333333334,72.0675,77.9780833333333,70.0313333333333,71.4083333333333,68.0175833333333,80.4265973625,81.8908333333333,76.8533333333334,82.5914666666667,93.1766666666667,98.1575,102.7,115.876551583333,123.213333333333,117.255833333333,97.7875,88.7479249022727,88.6461685261408,87.9260649113314,80.6150271575266,75.3360038388544,80.0354177277845,83.2786893759019,79.2768814761183,86.3189541847042,83.0725,83.0345,99.3856935425685,99.6881136363636,97.8069377715121,93.4135789085279,98.4951785878976,96.7957427869885,93.2180924116109,104.863065846367,101.804812544702
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Cambodia,KHM,..,..,..,..,..,..,..,..,..,426.25,718.333333333333,1266.58333333333,2689,2545.25,2450.83333333333,2624.08333333333,2946.25,3744.41666666667,3807.83333333333,3840.75,3916.33333333333,3912.08333333333,3973.33333333333,4016.25,4092.5,4103.25,4056.16666666667,4054.16666666667,4139.33333333333,4184.91666666667,4058.5,4033,4027.25,4037.5,4067.75,4058.69457885305,4050.5799859191,4051.16690028162,4061.14896313364,4092.78321900878,4098.72279505888,4102.03786482335,4110.65274641577
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Cameroon,CMR,271.731452550327,328.60625269899,381.066036024628,436.956665788008,449.262962711607,346.305903554493,300.536562401478,297.848218819378,319.008299487903,272.264787954393,282.10690880882,264.691800750579,283.162579500018,555.204695655697,499.14842590131,511.552430272516,583.669372353396,589.951774567332,615.473349319164,710.207977031367,732.397693260228,693.713226496374,579.897426172466,527.338032291576,527.258362649626,522.425624895176,478.633718476363,446.000041432788,470.293423341398,494.794262222947,471.248625718937,510.556338454251,493.899623852237,493.757329875312,591.21169798261,592.605615063022,580.656749587858,555.446458398226,585.911013180369,575.586004510945,554.530675033104,623.759700911182,606.569750165917
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Canada,CAN,1.19890312083333,1.23373491166667,1.23241182741667,1.29506561083333,1.36550739166667,1.38947105916667,1.32598258166667,1.23070084666667,1.18397208416667,1.16677362666667,1.14572584416667,1.20872292,1.29008788166667,1.3656734475,1.37244541833333,1.36352163583333,1.38459802833333,1.48350530166667,1.48570481916667,1.485394095,1.548839955,1.57034283416667,1.4010145475,1.301281595,1.21140513416667,1.13434472583333,1.07404562166667,1.06708691833333,1.1415354059127,1.03011273517598,0.989258158636364,0.999364743593074,1.03013736373016,1.10474713237886,1.27878620362554,1.3256151637482,1.29793584646039,1.29581792813534,1.32679336266012,1.34115267222386,1.2538769021268,1.30155477474355,1.3499086407939
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Cayman Islands,CYM,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Central African Republic,CAF,271.731452550327,328.60625269899,381.066036024628,436.956665788008,449.262962711607,346.305903554493,300.536562401478,297.848218819378,319.008299487903,272.264787954393,282.10690880882,264.691800750579,283.162579500018,555.204695655697,499.14842590131,511.552430272516,583.669372353396,589.951774567332,615.473349319164,710.207977031367,732.397693260228,693.713226496374,579.897426172466,527.338032291576,527.258362649626,522.425624895176,478.633718476363,446.000041432788,470.293423341398,494.794262222947,471.248625718937,510.556338454251,493.899623852237,493.757329875312,591.21169798261,592.605615063022,580.656749587858,555.446458398226,585.911013180369,575.586004510945,554.530675033104,623.759700911182,606.569750165917
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Chad,TCD,271.731452550327,328.60625269899,381.066036024628,436.956665788008,449.262962711607,346.305903554493,300.536562401478,297.848218819378,319.008299487903,272.264787954393,282.10690880882,264.691800750579,283.162579500018,555.204695655697,499.14842590131,511.552430272516,583.669372353396,589.951774567332,615.473349319164,710.207977031367,732.397693260228,693.713226496374,579.897426172466,527.338032291576,527.258362649626,522.425624895176,478.633718476363,446.000041432788,470.293423341398,494.794262222947,471.248625718937,510.556338454251,493.899623852237,493.757329875312,591.21169798261,592.605615063022,580.656749587858,555.446458398226,585.911013180369,575.586004510945,554.530675033104,623.759700911182,606.569750165917
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Chile,CHL,39,50.9083333333333,78.7883333333333,98.4775,160.859999999917,192.929999999667,219.406666666667,245.011666666667,266.954166666667,304.903333333333,349.215833333333,362.575833333333,404.165833333333,420.176666666667,396.773333333333,412.266666666667,419.295,460.2875,508.776666666667,539.5875,634.938333333334,688.936666666667,691.3975,609.529166666667,559.7675,530.275,522.464166666667,522.461035833334,560.85989484127,510.249166666667,483.6675,486.471303391053,495.272877645503,570.34821612744,654.124084254196,676.957736044657,648.833792598261,641.276813066395,702.897422561529,792.727206103169,758.955378658977,873.314189543014,840.066526651499
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,China,CHN,1.70454166583333,1.89254166583333,1.97567499916667,2.32004166625,2.93665833325,3.45279166658333,3.7221,3.7221,3.76510833333333,4.78320833333333,5.32339166666667,5.51459166666667,5.76195833333334,8.61874266666666,8.35141666666667,8.314175,8.28981666666667,8.27895833333333,8.27825,8.27850416666666,8.27706833333333,8.2769575,8.27703666666667,8.27680083333333,8.19431666666667,7.97343833333333,7.6075325,6.948655,6.83141605176666,6.77026902870939,6.46146132655007,6.31233282683186,6.19575834608231,6.14343409448867,6.22748867298455,6.6444778294468,6.75875508633597,6.61595717735439,6.90838500992901,6.90076726944925,6.44897518024316,6.73715811237119,7.08399842343631
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Colombia,COL,54.4891666666667,64.0858333333334,78.8575,100.8175,142.311666666667,194.260833333333,242.606666666667,299.173333333333,382.566666666667,502.26,627.1525,680.385833333333,786.346666666667,826.54,912.895,1036.6225,1141.11666666667,1426.42416666667,1756.68583333333,2087.91833333333,2299.89333333333,2504.68083333333,2877.54333333333,2628.36833333333,2321.13166666667,2358.59460526316,2077.81095833333,1965.1375,2157.59833333333,1898.9975,1848.01666666667,1798.01166666667,1868.895,2001.105,2741.78166666667,3055.255,2951.48691120161,2955.70396997842,3281.62219381788,3693.27583333333,3744.24416666667,4256.19416666667,4325.955
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Comoros,COM,271.729149913798,328.603468108712,381.062806893197,436.95296304263,449.259155683385,346.302968978403,300.534015672123,297.845694870891,319.005596230122,272.262480798412,282.104518251279,264.689557767651,283.160179996785,416.398820951823,374.357093251524,383.659991508088,437.747087471253,442.458835940057,461.792998463165,532.655982773529,549.298269945146,520.284919872279,434.923069629334,395.503524218688,395.443771987232,391.819218671385,358.975288857269,334.500031074591,352.720067506049,371.095696667202,353.4364692892,382.917253840688,370.424717889175,370.31799740649,443.408773486958,444.454211297254,435.492562190889,416.584843798676,439.463110317875,430.720912236792,415.955849148122,467.184261187176,454.991236691823
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,"Congo, Dem. Rep.",COD,1.46083333333333E-11,1.91625E-11,4.2955E-11,1.20404166666667E-10,1.662075E-10,1.98705833333333E-10,3.74595E-10,6.2343E-10,1.27120833333333E-09,2.39474833333333E-09,5.19456941666667E-08,2.1513626025E-06,2.514416814E-05,0.0119411916666667,0.0702447166666667,0.501849175,1.3134476,1.60665988306526,4.0183333322314,21.8183333273501,206.61749994334,346.484999904984,405.17818323067,399.475791666667,473.908008333333,468.278825,516.749891666666,559.292508333333,809.785833333333,905.913458333333,919.4913,919.755016666667,919.565907354881,925.226282531997,925.984961280393,1010.30275716866,1464.41793163743,1622.52350162292,1647.76012727639,1851.12216183261,1989.39147122828,2006.70821944055,2340.03570436145
